retailer_code,source_year,year,kpi,method,kpi_type,source_value,source_unit,value,unit,unit_neum,unit_denom_1,unit_denom_2,business_scope,note
M&S,2009,2007,Scope 1 - 3,,Measure,537000,tCO2e,537000,tCO2e,,,,UK and Europe,
M&S,2009,2008,Scope 1 - 3,,Measure,441000,tCO2e,441000,tCO2e,,,,UK and Europe,
M&S,2013,2008,Scope 1 - 3,,Measure,590000,tCO2e,590000,tCO2e,,,,UK and Europe,
M&S,2014,2008,Scope 1 - 3,,Measure,566000,tCO2e,566000,tCO2e,,,,UK and Europe,
M&S,2015,2014,Scope 1 - 3,,Measure,592000,tCO2e,592000,tCO2e,,,,UK and Europe,
M&S,2016,2015,Scope 1 - 3,,Measure,566000,tCO2e,566000,tCO2e,,,,UK and Europe,
M&S,2017,2015,Scope 1 - 3,,Measure,567000,tCO2e,567000,tCO2e,,,,UK and Europe,
M&S,2017,2016,Scope 1 - 3,,Measure,526000,tCO2e,526000,tCO2e,,,,UK and Europe,
M&S,2019,2006,Scope 1 and 2,Location,Measure,640000,tCO2e,640000,tCO2e,,,,UK and Europe,
M&S,2014,2013,Scope 1 and 2,Location,Measure,508000,tCO2e,508000,tCO2e,,,,UK and Europe,
M&S,2014,2013,Scope 1 and 2,Location,Measure,508000,tCO2e,508000,tCO2e,,,,UK and Europe,
M&S,2015,2014,Scope 1 and 2,Location,Measure,534000,tCO2e,534000,tCO2e,,,,UK and Europe,
M&S,2015,2014,Scope 1 and 2,Location,Measure,534000,tCO2e,534000,tCO2e,,,,UK and Europe,
M&S,2016,2015,Scope 1 and 2,Location,Measure,510000,tCO2e,510000,tCO2e,,,,UK and Europe,
M&S,2016,2015,Scope 1 and 2,Location,Measure,510000,tCO2e,510000,tCO2e,,,,UK and Europe,
M&S,2017,2016,Scope 1 and 2,Location,Measure,478000,tCO2e,478000,tCO2e,,,,UK and Europe,
M&S,2017,2016,Scope 1 and 2,Location,Measure,478000,tCO2e,478000,tCO2e,,,,UK and Europe,
M&S,2018,2016,Scope 1 and 2,Location,Measure,640000,tCO2e,640000,tCO2e,,,,UK and Europe,
M&S,2018,2017,Scope 1 and 2,Location,Measure,430000,tCO2e,430000,tCO2e,,,,UK and Europe,
M&S,2018,2017,Scope 1 and 2,Location,Measure,430000,tCO2e,430000,tCO2e,,,,UK and Europe,
M&S,2019,2018,Scope 1 and 2,Location,Measure,360000,tCO2e,360000,tCO2e,,,,UK and Europe,
M&S,2019,2018,Scope 1 and 2,Location,Measure,360000,tCO2e,360000,tCO2e,,,,UK and Europe,
M&S,2020,2019,Scope 1 and 2,Location,Measure,338000,tCO2e,338000,tCO2e,,,,UK and Europe,
M&S,2020,2019,Scope 1 and 2,Location,Measure,338000,tCO2e,338000,tCO2e,,,,UK and Europe,
M&S,2021,2019,Scope 1 and 2,Location,Measure,325000,tCO2e,325000,tCO2e,,,,UK,
M&S,2021,2019,Scope 1 and 2,Location,Measure,325000,tCO2e,325000,tCO2e,,,,UK,
M&S,2021,2019,Scope 1 and 2,Location,Measure,341000,tCO2e,341000,tCO2e,,,,UK and Europe,
M&S,2021,2019,Scope 1 and 2,Location,Measure,341000,tCO2e,341000,tCO2e,,,,UK and Europe,
M&S,2021,2020,Scope 1 and 2,Location,Measure,285000,tCO2e,285000,tCO2e,,,,UK,
M&S,2021,2020,Scope 1 and 2,Location,Measure,285000,tCO2e,285000,tCO2e,,,,UK,
M&S,2021,2020,Scope 1 and 2,Location,Measure,298000,tCO2e,298000,tCO2e,,,,UK and Europe,
M&S,2021,2020,Scope 1 and 2,Location,Measure,298000,tCO2e,298000,tCO2e,,,,UK and Europe,
M&S,2022,2020,Scope 1 and 2,Location,Measure,298000,tCO2e,298000,tCO2e,,,,UK and Europe,
M&S,2022,2021,Scope 1 and 2,Location,Measure,296000,tCO2e,296000,tCO2e,,,,UK,
M&S,2022,2021,Scope 1 and 2,Location,Measure,296000,tCO2e,296000,tCO2e,,,,UK,
M&S,2022,2021,Scope 1 and 2,Location,Measure,314000,tCO2e,314000,tCO2e,,,,UK and Europe,
M&S,2022,2021,Scope 1 and 2,Location,Measure,314000,tCO2e,314000,tCO2e,,,,UK and Europe,
M&S,2023,2021,Scope 1 and 2,Location,Measure,348000,tCO2e,348000,tCO2e,,,,UK,
M&S,2023,2021,Scope 1 and 2,Location,Measure,348000,tCO2e,348000,tCO2e,,,,UK,
M&S,2023,2021,Scope 1 and 2,Location,Measure,376000,tCO2e,376000,tCO2e,,,,UK and Europe,
M&S,2023,2021,Scope 1 and 2,Location,Measure,376000,tCO2e,376000,tCO2e,,,,UK and Europe,
M&S,2023,2022,Scope 1 and 2,Location,Measure,332000,tCO2e,332000,tCO2e,,,,UK,
M&S,2023,2022,Scope 1 and 2,Location,Measure,348000,tCO2e,348000,tCO2e,,,,UK,
M&S,2023,2022,Scope 1 and 2,Location,Measure,363000,tCO2e,363000,tCO2e,,,,UK and Europe,
M&S,2023,2022,Scope 1 and 2,Location,Measure,376000,tCO2e,376000,tCO2e,,,,UK and Europe,
M&S,2024,2022,Scope 1 and 2,Location,Measure,332000,tCO2e,332000,tCO2e,,,,UK,
M&S,2024,2022,Scope 1 and 2,Location,Measure,362000,tCO2e,362000,tCO2e,,,,UK and Europe,
M&S,2024,2022,Scope 1 and 2,Location,Measure,362000,tCO2e,362000,tCO2e,,,,UK and Europe,
M&S,2024,2023,Scope 1 and 2,Location,Measure,323000,tCO2e,323000,tCO2e,,,,UK,
M&S,2024,2023,Scope 1 and 2,Location,Measure,323000,tCO2e,323000,tCO2e,,,,UK,
M&S,2024,2023,Scope 1 and 2,Location,Measure,361000,tCO2e,361000,tCO2e,,,,UK and Europe,
M&S,2024,2023,Scope 1 and 2,Location,Measure,361000,tCO2e,361000,tCO2e,,,,UK and Europe,
M&S,2019,2006,Scope 1 and 2,Market,Measure,640000,tCO2e,640000,tCO2e,,,,UK and Europe,
M&S,2016,2013,Scope 1 and 2,Market,Measure,433000,tCO2e,433000,tCO2e,,,,UK and Europe,
M&S,2016,2015,Scope 1 and 2,Market,Measure,448000,tCO2e,448000,tCO2e,,,,UK and Europe,
M&S,2017,2016,Scope 1 and 2,Market,Measure,514000,tCO2e,514000,tCO2e,,,,UK and Europe,
M&S,2018,2017,Scope 1 and 2,Market,Measure,157000,tCO2e,157000,tCO2e,,,,UK and Europe,
M&S,2019,2018,Scope 1 and 2,Market,Measure,158000,tCO2e,158000,tCO2e,,,,UK and Europe,
M&S,2020,2019,Scope 1 and 2,Market,Measure,195000,tCO2e,195000,tCO2e,,,,UK and Europe,
M&S,2021,2019,Scope 1 and 2,Market,Measure,183000,tCO2e,183000,tCO2e,,,,UK,
M&S,2021,2019,Scope 1 and 2,Market,Measure,198000,tCO2e,198000,tCO2e,,,,UK and Europe,
M&S,2021,2020,Scope 1 and 2,Market,Measure,164000,tCO2e,164000,tCO2e,,,,UK,
M&S,2021,2020,Scope 1 and 2,Market,Measure,177000,tCO2e,177000,tCO2e,,,,UK and Europe,
M&S,2022,2020,Scope 1 and 2,Market,Measure,165000,tCO2e,165000,tCO2e,,,,UK and Europe,
M&S,2022,2021,Scope 1 and 2,Market,Measure,172000,tCO2e,172000,tCO2e,,,,UK,
M&S,2022,2021,Scope 1 and 2,Market,Measure,190000,tCO2e,190000,tCO2e,,,,UK and Europe,
M&S,2023,2021,Scope 1 and 2,Market,Measure,229000,tCO2e,229000,tCO2e,,,,UK,
M&S,2023,2021,Scope 1 and 2,Market,Measure,250000,tCO2e,250000,tCO2e,,,,UK and Europe,
M&S,2023,2022,Scope 1 and 2,Market,Measure,219000,tCO2e,219000,tCO2e,,,,UK,
M&S,2023,2022,Scope 1 and 2,Market,Measure,246000,tCO2e,246000,tCO2e,,,,UK and Europe,
M&S,2024,2022,Scope 1 and 2,Market,Measure,245000,tCO2e,245000,tCO2e,,,,UK and Europe,
M&S,2024,2023,Scope 1 and 2,Market,Measure,407000,tCO2e,407000,tCO2e,,,,UK,
M&S,2024,2023,Scope 1 and 2,Market,Measure,439000,tCO2e,439000,tCO2e,,,,UK and Europe,
M&S,2019,2006,Scope 2,Location,Measure,394000,tCO2e,394000,tCO2e,,,,UK and Europe,
M&S,2014,2013,Scope 2,Location,Measure,339000,tCO2e,339000,tCO2e,,,,UK and Europe,
M&S,2015,2013,Scope 2,Location,Measure,340000,tCO2e,340000,tCO2e,,,,UK and Europe,
M&S,2015,2014,Scope 2,Location,Measure,367000,tCO2e,367000,tCO2e,,,,UK and Europe,
M&S,2016,2015,Scope 2,Location,Measure,328000,tCO2e,328000,tCO2e,,,,UK and Europe,
M&S,2017,2016,Scope 2,Location,Measure,239000,tCO2e,239000,tCO2e,,,,UK and Europe,
M&S,2018,2017,Scope 2,Location,Measure,248000,tCO2e,248000,tCO2e,,,,UK and Europe,
M&S,2019,2018,Scope 2,Location,Measure,193000,tCO2e,193000,tCO2e,,,,UK and Europe,
M&S,2020,2019,Scope 2,Location,Measure,165000,tCO2e,165000,tCO2e,,,,UK and Europe,
M&S,2021,2019,Scope 2,Location,Measure,154000,tCO2e,154000,tCO2e,,,,UK,
M&S,2021,2019,Scope 2,Location,Measure,168000,tCO2e,168000,tCO2e,,,,UK and Europe,
M&S,2021,2020,Scope 2,Location,Measure,129000,tCO2e,129000,tCO2e,,,,UK,
M&S,2021,2020,Scope 2,Location,Measure,141000,tCO2e,141000,tCO2e,,,,UK and Europe,
M&S,2022,2021,Scope 2,Location,Measure,124000,tCO2e,124000,tCO2e,,,,UK,
M&S,2022,2021,Scope 2,Location,Measure,140000,tCO2e,140000,tCO2e,,,,UK and Europe,
M&S,2023,2021,Scope 2,Location,Measure,120000,tCO2e,120000,tCO2e,,,,UK,
M&S,2023,2021,Scope 2,Location,Measure,142000,tCO2e,142000,tCO2e,,,,UK and Europe,
M&S,2023,2022,Scope 2,Location,Measure,113000,tCO2e,113000,tCO2e,,,,UK,
M&S,2023,2022,Scope 2,Location,Measure,137000,tCO2e,137000,tCO2e,,,,UK and Europe,
M&S,2024,2023,Scope 2,Location,Measure,120000,tCO2e,120000,tCO2e,,,,UK,
M&S,2024,2023,Scope 2,Location,Measure,154000,tCO2e,154000,tCO2e,,,,UK and Europe,
M&S,2019,2006,Scope 2,Market,Measure,640000,tCO2e,640000,tCO2e,,,,UK and Europe,
M&S,2016,2013,Scope 2,Market,Measure,265000,tCO2e,265000,tCO2e,,,,UK and Europe,
M&S,2016,2015,Scope 2,Market,Measure,266000,tCO2e,266000,tCO2e,,,,UK and Europe,
M&S,2017,2016,Scope 2,Market,Measure,221000,tCO2e,221000,tCO2e,,,,UK and Europe,
M&S,2018,2017,Scope 2,Market,Measure,157000,tCO2e,157000,tCO2e,,,,UK and Europe,
M&S,2019,2018,Scope 2,Market,Measure,158000,tCO2e,158000,tCO2e,,,,UK and Europe,
M&S,2020,2019,Scope 2,Market,Measure,195000,tCO2e,195000,tCO2e,,,,UK and Europe,
M&S,2021,2019,Scope 2,Market,Measure,183000,tCO2e,183000,tCO2e,,,,UK,
M&S,2021,2019,Scope 2,Market,Measure,198000,tCO2e,198000,tCO2e,,,,UK and Europe,
M&S,2021,2020,Scope 2,Market,Measure,164000,tCO2e,164000,tCO2e,,,,UK,
M&S,2021,2020,Scope 2,Market,Measure,177000,tCO2e,177000,tCO2e,,,,UK and Europe,
M&S,2022,2020,Scope 2,Market,Measure,165000,tCO2e,165000,tCO2e,,,,UK,
M&S,2022,2021,Scope 2,Market,Measure,124000,tCO2e,124000,tCO2e,,,,UK,
M&S,2022,2021,Scope 2,Market,Measure,140000,tCO2e,140000,tCO2e,,,,UK and Europe,
M&S,2023,2021,Scope 2,Market,Measure,125000,tCO2e,125000,tCO2e,,,,UK and Europe,
M&S,2023,2022,Scope 2,Market,Measure,117000,tCO2e,117000,tCO2e,,,,UK and Europe,
M&S,2024,2022,Scope 2,Market,Measure,20000,tCO2e,20000,tCO2e,,,,UK and Europe,
M&S,2024,2023,Scope 2,Market,Measure,233000,tCO2e,233000,tCO2e,,,,UK and Europe,
M&S,2014,2013,Scope 3,Location,Measure,58000,tCO2e,58000,tCO2e,,,,UK and Europe,
M&S,2015,2013,Scope 3,Location,Measure,59000,tCO2e,59000,tCO2e,,,,UK and Europe,
M&S,2015,2014,Scope 3,Location,Measure,58000,tCO2e,58000,tCO2e,,,,UK and Europe,
M&S,2016,2015,Scope 3,Location,Measure,56000,tCO2e,56000,tCO2e,,,,UK and Europe,
M&S,2017,2016,Scope 3,Location,Measure,48000,tCO2e,48000,tCO2e,,,,UK and Europe,
MORR,2018,2005,Scope 1 and 2,Location,Intensity,53.9,kgCO2e/ft2 GIA,0.500747386,tCO2e/m2 GIA,tCO2e,m2,GIA,UK,Multiplied by 100 for consistency
MORR,2018,2017,Scope 1 and 2,Location,Intensity,28.7,kgCO2e/ft2 GIA,0.266631725,tCO2e/m2 GIA,tCO2e,m2,GIA,UK,Multiplied by 100 for consistency
MORR,2019,2017,Scope 1 and 2,Location,Intensity,0.356,tCO2e/m2 GIA,0.356,tCO2e/m2 GIA,tCO2e,m2,GIA,UK,
MORR,2018,2018,Scope 1 and 2,Location,Intensity,23.5,kgCO2e/ft2 GIA,0.218322144,tCO2e/m2 GIA,tCO2e,m2,GIA,UK,Multiplied by 100 for consistency
MORR,2019,2018,Scope 1 and 2,Location,Intensity,0.296,tCO2e/m2 GIA,0.296,tCO2e/m2 GIA,tCO2e,m2,GIA,UK,
MORR,2019,2019,Scope 1 and 2,Location,Intensity,0.252,tCO2e/m2 GIA,0.252,tCO2e/m2 GIA,tCO2e,m2,GIA,UK,
MORR,2021,2019,Scope 1 and 2,Location,Intensity,0.18,tCO2e/m2 GIA,0.18,tCO2e/m2 GIA,tCO2e,m2,GIA,UK,
MORR,2020,2020,Scope 1 and 2,Location,Intensity,0.236,tCO2e/m2 GIA,0.236,tCO2e/m2 GIA,tCO2e,m2,GIA,UK,
MORR,2021,2020,Scope 1 and 2,Location,Intensity,0.17,tCO2e/m2 GIA,0.17,tCO2e/m2 GIA,tCO2e,m2,GIA,UK,
MORR,2021,2021,Scope 1 and 2,Location,Intensity,0.12,tCO2e/m2 GIA,0.12,tCO2e/m2 GIA,tCO2e,m2,GIA,UK,
MORR,2023,2019,Scope 1 and 2,Location,Intensity,33,tCO2e/mGBP Turnover,33,tCO2e/mGBP Turnover,tCO2e,mGBP,Turnover,UK,
MORR,2023,2022,Scope 1 and 2,Location,Intensity,24,tCO2e/mGBP Turnover,24,tCO2e/mGBP Turnover,tCO2e,mGBP,Turnover,UK,
MORR,2023,2023,Scope 1 and 2,Location,Intensity,23,tCO2e/mGBP Turnover,23,tCO2e/mGBP Turnover,tCO2e,mGBP,Turnover,UK,
MORR,2022,2019,Scope 1 and 2,Market,Intensity,0.18,tCO2e/m2 GIA,0.18,tCO2e/m2 GIA,tCO2e,m2,GIA,UK,
MORR,2022,2020,Scope 1 and 2,Market,Intensity,0.17,tCO2e/m2 GIA,0.17,tCO2e/m2 GIA,tCO2e,m2,GIA,UK,
MORR,2022,2021,Scope 1 and 2,Market,Intensity,0.16,tCO2e/m2 GIA,0.16,tCO2e/m2 GIA,tCO2e,m2,GIA,UK,
MORR,2022,2022,Scope 1 and 2,Market,Intensity,0.15,tCO2e/m2 GIA,0.15,tCO2e/m2 GIA,tCO2e,m2,GIA,UK,
MORR,2022,2019,Scope 1 and 2,Market,Intensity,36.98,tCO2e/mGBP Turnover,36.98,tCO2e/mGBP Turnover,tCO2e,mGBP,Turnover,UK,
MORR,2022,2020,Scope 1 and 2,Market,Intensity,34.74,tCO2e/mGBP Turnover,34.74,tCO2e/mGBP Turnover,tCO2e,mGBP,Turnover,UK,
MORR,2022,2021,Scope 1 and 2,Market,Intensity,32.55,tCO2e/mGBP Turnover,32.55,tCO2e/mGBP Turnover,tCO2e,mGBP,Turnover,UK,
MORR,2022,2022,Scope 1 and 2,Market,Intensity,28.5,tCO2e/mGBP Turnover,28.5,tCO2e/mGBP Turnover,tCO2e,mGBP,Turnover,UK,
MORR,2019,2017,Energy,,Measure,2717487,MWh,2717.487,GWh,,,,UK,
MORR,2019,2018,Energy,,Measure,2592286,MWh,2592.286,GWh,,,,UK,
MORR,2020,2018,Energy,,Measure,2592286,MWh,2592.286,GWh,,,,UK,
MORR,2020,2019,Energy,,Measure,2449301,MWh,2449.301,GWh,,,,UK,
MORR,2021,2019,Energy,,Measure,245219,MWh,245.219,GWh,,,,UK,
MORR,2022,2019,Energy,,Measure,2409297,MWh,2409.297,GWh,,,,UK,
MORR,2023,2019,Energy,,Measure,2114050531,KWh,2114.0505,GWh,,,,UK,
MORR,2021,2020,Energy,,Measure,2459064,MWh,2459.064,GWh,,,,UK,
MORR,2022,2020,Energy,,Measure,2487689,MWh,2487.689,GWh,,,,UK,
MORR,2021,2021,Energy,,Measure,2043248,MWh,2043.248,GWh,,,,UK,
MORR,2022,2021,Energy,,Measure,2737528,MWh,2737.528,GWh,,,,UK,
MORR,2022,2022,Energy,,Measure,2323759,MWh,2323.759,GWh,,,,UK,
MORR,2023,2022,Energy,,Measure,1921732436,KWh,1921.7324,GWh,,,,UK,
MORR,2023,2023,Energy,,Measure,1849374070,KWh,1849.3741,GWh,,,,UK,
MORR,2018,2005,Scope 1,,Measure,757550,tCO2e,757550,tCO2e,,,,UK,
MORR,2018,2005,Scope 1,,Measure,787550,tCO2e,787550,tCO2e,,,,UK,
MORR,2018,2017,Scope 1,,Measure,488823,tCO2e,488823,tCO2e,,,,UK,
MORR,2018,2017,Scope 1,,Measure,439792,tCO2e,439792,tCO2e,,,,UK,
MORR,2019,2017,Scope 1,,Measure,486181,tCO2e,486181,tCO2e,,,,UK,
MORR,2019,2018,Scope 1,,Measure,429459,tCO2e,429459,tCO2e,,,,UK,
MORR,2019,2019,Scope 1,,Measure,367915,tCO2e,367915,tCO2e,,,,UK,
MORR,2021,2019,Scope 1,,Measure,343966,tCO2e,343966,tCO2e,,,,UK,
MORR,2022,2019,Scope 1,,Measure,342410,tCO2e,342410,tCO2e,,,,UK,
MORR,2023,2019,Scope 1,,Measure,238223,tCO2e,238223,tCO2e,,,,UK,
MORR,2020,2020,Scope 1,,Measure,370218,tCO2e,370218,tCO2e,,,,UK,
MORR,2021,2020,Scope 1,,Measure,272399,tCO2e,272399,tCO2e,,,,UK,
MORR,2022,2020,Scope 1,,Measure,347836,tCO2e,347836,tCO2e,,,,UK,
MORR,2021,2021,Scope 1,,Measure,297480,tCO2e,297480,tCO2e,,,,UK,
MORR,2021,2021,Scope 1,,Measure,111284,tCO2e,111284,tCO2e,,,,UK,
MORR,2022,2021,Scope 1,,Measure,357939,tCO2e,357939,tCO2e,,,,UK,
MORR,2022,2022,Scope 1,,Measure,336806,tCO2e,336806,tCO2e,,,,UK,
MORR,2023,2022,Scope 1,,Measure,218496,tCO2e,218496,tCO2e,,,,UK,
MORR,2023,2023,Scope 1,,Measure,195846,tCO2e,195846,tCO2e,,,,UK,
MORR,2021,2019,Scope 1 - 3,Location,Measure,657317,tCO2e,657317,tCO2e,,,,UK,
MORR,2022,2019,Scope 1 - 3,Location,Measure,667009,tCO2e,667009,tCO2e,,,,UK,
MORR,2023,2019,Scope 1 - 3,Location,Measure,584904,tCO2e,584904,tCO2e,,,,UK,
MORR,2021,2020,Scope 1 - 3,Location,Measure,614688,tCO2e,614688,tCO2e,,,,UK,
MORR,2022,2020,Scope 1 - 3,Location,Measure,629759,tCO2e,629759,tCO2e,,,,UK,
MORR,2021,2021,Scope 1 - 3,Location,Measure,903491,tCO2e,903491,tCO2e,,,,UK,
MORR,2022,2021,Scope 1 - 3,Location,Measure,61049,tCO2e,61049,tCO2e,,,,UK,
MORR,2022,2022,Scope 1 - 3,Location,Measure,57186,tCO2e,57186,tCO2e,,,,UK,
MORR,2023,2022,Scope 1 - 3,Location,Measure,491521,tCO2e,491521,tCO2e,,,,UK,
MORR,2023,2023,Scope 1 - 3,Location,Measure,419791,tCO2e,419791,tCO2e,,,,UK,
MORR,2022,2019,Scope 1 - 3,Market,Measure,747733,tCO2e,747733,tCO2e,,,,UK,
MORR,2022,2020,Scope 1 - 3,Market,Measure,796254,tCO2e,796254,tCO2e,,,,UK,
MORR,2022,2021,Scope 1 - 3,Market,Measure,793630,tCO2e,793630,tCO2e,,,,UK,
MORR,2022,2022,Scope 1 - 3,Market,Measure,794642,tCO2e,794642,tCO2e,,,,UK,
MORR,2018,2005,Scope 1 and 2,Location,Measure,1259908,tCO2e,1259908,tCO2e,,,,UK,
MORR,2018,2017,Scope 1 and 2,Location,Measure,992060,tCO2e,992060,tCO2e,,,,UK,
MORR,2019,2017,Scope 1 and 2,Location,Measure,942863,tCO2e,942863,tCO2e,,,,UK,
MORR,2018,2018,Scope 1 and 2,Location,Measure,832597,tCO2e,832597,tCO2e,,,,UK,
MORR,2019,2018,Scope 1 and 2,Location,Measure,792165,tCO2e,792165,tCO2e,,,,UK,
MORR,2019,2019,Scope 1 and 2,Location,Measure,679869,tCO2e,679869,tCO2e,,,,UK,
MORR,2021,2019,Scope 1 and 2,Location,Measure,656840,tCO2e,656840,tCO2e,,,,UK,
MORR,2022,2019,Scope 1 and 2,Location,Measure,666081,tCO2e,666081,tCO2e,,,,UK,
MORR,2023,2019,Scope 1 and 2,Location,Measure,583543,tCO2e,583543,tCO2e,,,,UK,
MORR,2020,2020,Scope 1 and 2,Location,Measure,644016,tCO2e,644016,tCO2e,,,,UK,
MORR,2021,2020,Scope 1 and 2,Location,Measure,586861,tCO2e,586861,tCO2e,,,,UK,
MORR,2022,2020,Scope 1 and 2,Location,Measure,628932,tCO2e,628932,tCO2e,,,,UK,
MORR,2021,2021,Scope 1 and 2,Location,Measure,502791,tCO2e,502791,tCO2e,,,,UK,
MORR,2022,2021,Scope 1 and 2,Location,Measure,603321,tCO2e,603321,tCO2e,,,,UK,
MORR,2022,2021,Scope 1 and 2,Location,Measure,548855,tCO2e,548855,tCO2e,,,,UK,
MORR,2023,2022,Scope 1 and 2,Location,Measure,448865,tCO2e,448865,tCO2e,,,,UK,
MORR,2023,2023,Scope 1 and 2,Location,Measure,418962,tCO2e,418962,tCO2e,,,,UK,
MORR,2022,2019,Scope 1 and 2,Market,Measure,746805,tCO2e,746805,tCO2e,,,,UK,
MORR,2022,2020,Scope 1 and 2,Market,Measure,795427,tCO2e,795427,tCO2e,,,,UK,
MORR,2022,2021,Scope 1 and 2,Market,Measure,792902,tCO2e,792902,tCO2e,,,,UK,
MORR,2022,2022,Scope 1 and 2,Market,Measure,792311,tCO2e,792311,tCO2e,,,,UK,
MORR,2018,2005,Scope 2,Location,Measure,767748,tCO2e,767748,tCO2e,,,,UK,
MORR,2018,2017,Scope 2,Location,Measure,503237,tCO2e,503237,tCO2e,,,,UK,
MORR,2019,2017,Scope 2,Location,Measure,456682,tCO2e,456682,tCO2e,,,,UK,
MORR,2018,2018,Scope 2,Location,Measure,"392,805",tCO2e,392805,tCO2e,,,,UK,
MORR,2019,2018,Scope 2,Location,Measure,362706,tCO2e,362706,tCO2e,,,,UK,
MORR,2019,2019,Scope 2,Location,Measure,311954,tCO2e,311954,tCO2e,,,,UK,
MORR,2021,2019,Scope 2,Location,Measure,312874,tCO2e,312874,tCO2e,,,,UK,
MORR,2022,2019,Scope 2,Location,Measure,323671,tCO2e,323671,tCO2e,,,,UK,
MORR,2023,2019,Scope 2,Location,Measure,345312,tCO2e,345312,tCO2e,,,,UK,
MORR,2020,2020,Scope 2,Location,Measure,273799,tCO2e,273799,tCO2e,,,,UK,
MORR,2021,2020,Scope 2,Location,Measure,272399,tCO2e,272399,tCO2e,,,,UK,
MORR,2021,2021,Scope 2,Location,Measure,205311,tCO2e,205311,tCO2e,,,,UK,
MORR,2022,2021,Scope 2,Location,Measure,245382,tCO2e,245382,tCO2e,,,,UK,
MORR,2022,2022,Scope 2,Location,Measure,212049,tCO2e,212049,tCO2e,,,,UK,
MORR,2023,2022,Scope 2,Location,Measure,230369,tCO2e,230369,tCO2e,,,,UK,
MORR,2023,2023,Scope 2,Location,Measure,223116,tCO2e,223116,tCO2e,,,,UK,
MORR,2022,2019,Scope 2,Market,Measure,404395,tCO2e,404395,tCO2e,,,,UK,
MORR,2022,2020,Scope 2,Market,Measure,447591,tCO2e,447591,tCO2e,,,,UK,
MORR,2022,2021,Scope 2,Market,Measure,434963,tCO2e,434963,tCO2e,,,,UK,
MORR,2022,2022,Scope 2,Market,Measure,455505,tCO2e,455505,tCO2e,,,,UK,
MORR,2021,2019,Scope 3,Location,Measure,447,tCO2e,447,tCO2e,,,,UK,
MORR,2022,2019,Scope 3,Location,Measure,928,tCO2e,928,tCO2e,,,,UK,
MORR,2023,2019,Scope 3,Location,Measure,1361,tCO2e,1361,tCO2e,,,,UK,
MORR,2021,2020,Scope 3,Location,Measure,827,tCO2e,827,tCO2e,,,,UK,
MORR,2021,2021,Scope 3,Location,Measure,700,tCO2e,700,tCO2e,,,,UK,
MORR,2022,2021,Scope 3,Location,Measure,782,tCO2e,782,tCO2e,,,,UK,
MORR,2022,2022,Scope 3,Location,Measure,2331,tCO2e,2331,tCO2e,,,,UK,
MORR,2023,2022,Scope 3,Location,Measure,2656,tCO2e,2656,tCO2e,,,,UK,
MORR,2023,2023,Scope 3,Location,Measure,829,tCO2e,829,tCO2e,,,,UK,
OCADO,2023,2021,Energy,,Intensity,1916,MWh/100000 Orders,1.916,GWh/100000 Orders,GWh,100000,Orders,UK,
OCADO,2023,2022,Energy,,Intensity,1835,MWh/100000 Orders,1.835,GWh/100000 Orders,GWh,100000,Orders,UK,
OCADO,2024,2022,Energy,,Intensity,1839,MWh/100000 Orders,1.839,GWh/100000 Orders,GWh,100000,Orders,UK,
OCADO,2024,2023,Energy,,Intensity,1805,MWh/100000 Orders,1.805,GWh/100000 Orders,GWh,100000,Orders,UK,
OCADO,2021,2019,Scope 1 - 3,Location,Intensity,1.77,tCO2e/Normalised 100000,1.77,tCO2e/Normalised 100000,tCO2e,100000,Normalised Orders,UK,
